263858297109614594	226801551	5	6	positive
263858297109614594	226801551	17	18	negative
254286383747846145	9234172	5	5	negative
254286383747846145	9234172	12	12	negative
254286383747846145	9234172	19	19	neutral
253920477465153536	239972655	19	20	positive
261111458845319169	1259081	1	2	negative
261111458845319169	1259081	11	11	positive
261111458845319169	1259081	13	13	positive
251749732202979328	565910644	3	3	positive
251230219342602240	106422218	15	17	neutral
261945756418707456	66972062	2	2	positive
263068416548675585	77898694	18	22	positive
216933796736536577	473804158	11	11	positive
263836633751769090	303738017	1	3	positive
245212773708070914	122547094	0	1	negative
216948978137305088	156942724	11	11	positive
261314046387703808	448656070	4	4	negative
264145749829369858	401605092	1	5	negative
264145749829369858	401605092	17	17	negative
264001323844923392	102801836	0	2	positive
264001323844923392	102801836	10	10	positive
240039164383469568	353369202	3	3	positive
240039164383469568	353369202	8	8	positive
264060075977625600	284485129	18	18	positive
237426623908040704	153293907	12	15	positive
264157719248904193	22315968	5	5	positive
264157719248904193	22315968	16	16	negative
264157719248904193	22315968	23	23	positive
251891254902788096	786235466	3	3	negative
251891254902788096	786235466	10	10	negative
251891254902788096	786235466	15	18	negative
264169249101209600	297691008	4	6	positive
257906246961737728	29951860	15	15	negative
257906246961737728	29951860	20	20	negative
256340531733471232	27226611	10	10	positive
256340531733471232	27226611	14	15	positive
256340531733471232	27226611	18	19	positive
230822787420393472	182206138	11	12	positive
263818614442962944	562543331	7	8	neutral
263818614442962944	562543331	17	17	negative
247041684788084736	418774015	16	16	positive
226663744950902784	19948562	4	4	positive
259860626350944256	26936386	8	8	positive
259777713429164032	16038311	1	1	positive
259777713429164032	16038311	11	14	positive
264036055391551490	56323287	8	9	negative
264036055391551490	56323287	17	17	positive
264014836009140225	270368047	0	0	positive
264014836009140225	270368047	10	14	positive
250471638049628160	420967920	9	9	positive
261902296210886656	26060394	11	11	positive
261132276136566785	93946096	7	7	negative
257345384974794752	120828505	13	13	positive
264176090082336768	62098421	16	17	positive
264176090082336768	62098421	21	21	negative
263745076432338944	36709630	11	12	negative
257303224950870016	27293230	1	1	negative
262986191681499139	202133848	12	12	positive
262986191681499139	202133848	14	18	positive
264091046722560000	372433268	4	5	neutral
264091046722560000	372433268	10	11	positive
264237398609780736	293265746	0	1	positive
264237398609780736	293265746	12	14	positive
264237398609780736	293265746	17	21	positive
223503248856854531	69932619	6	6	positive
223503248856854531	69932619	11	11	negative
264155237122715648	586306373	17	18	positive
258589252147892224	111666189	1	3	negative
258589252147892224	111666189	10	11	positive
262623972447887361	17839223	7	7	positive
250284668753170432	100928046	7	8	positive
250284668753170432	100928046	13	13	positive
264246483388342272	787869542	9	10	negative
264151424194191360	613425318	11	11	positive
264241234980270080	278292697	2	2	negative
264241234980270080	278292697	4	4	negative
263947164919668736	22902704	4	4	negative
263947164919668736	22902704	13	13	negative
263947164919668736	22902704	15	16	negative
258916067785723904	207516037	2	3	positive
258916067785723904	207516037	12	15	positive
264140996311408640	855454062	4	5	positive
264140996311408640	855454062	13	13	positive
262347177588830208	47546320	15	15	negative
263834573530611712	26509356	13	14	positive
264186988297601025	29641711	9	10	positive
264253368220909569	171192692	9	9	negative
263772435516641280	94005676	15	18	positive
215189748623486976	242136621	5	5	positive
264155911688425472	228163787	0	1	positive
260123979417784321	155725697	7	7	negative
260123979417784321	155725697	9	12	negative
260123979417784321	155725697	19	21	negative
260123979417784321	155725697	25	25	positive
263675391573622784	37303088	21	21	positive
248568179272589313	514921404	7	7	positive
264158696702099456	38787844	2	3	positive
264158696702099456	38787844	8	11	positive
262311223054458880	380765497	2	2	positive
262311223054458880	380765497	9	9	positive
262311223054458880	380765497	24	24	positive
263887867854602240	281868875	7	7	negative
264243158374821888	330781770	4	4	negative
262654963572944896	153232385	0	2	positive
262654963572944896	153232385	4	4	positive
262654963572944896	153232385	16	17	positive
263421253887606785	501275820	1	1	positive
263421253887606785	501275820	4	4	positive
263724703930261505	99538498	9	10	negative
263021621252616192	51598729	9	9	negative
264171007391195136	346219253	10	10	positive
264171007391195136	346219253	21	21	positive
255888103863091201	92147749	0	1	negative
255888103863091201	92147749	10	13	positive
264037153934282752	325583692	1	1	positive
263857068388278272	83901868	2	2	positive
261355878995881985	760682095	17	17	positive
262283155715801088	351648500	13	15	positive
264168268313526274	80112523	14	17	positive
264083279056080897	333141377	9	9	negative
262137749090496514	711169386	0	0	positive
263859537868640256	473433973	13	13	positive
263510149170360320	340077320	8	10	positive
264176468131713024	603194577	11	11	positive
256539059999109121	347219338	4	4	negative
256539059999109121	347219338	10	10	neutral
264243526005575680	50390358	2	4	positive
264216935133220864	156021769	21	22	negative
248330883029942272	505810691	9	9	positive
248330883029942272	505810691	16	16	positive
248330883029942272	505810691	24	26	negative
251157814544826368	125246411	10	10	positive
251157814544826368	125246411	20	20	positive
263089660849434624	241796983	12	12	negative
235056817770729472	743714124	5	9	positive
235056817770729472	743714124	11	11	positive
235056817770729472	743714124	18	18	positive
235056817770729472	743714124	20	20	positive
263080308113539072	142136889	6	6	negative
240386126517510144	71817244	5	5	negative
240386126517510144	71817244	20	20	negative
263974646003683328	514165478	24	24	positive
264081505062625280	262310220	0	1	positive
264210135482761216	460754940	12	12	negative
264210135482761216	460754940	14	14	positive
264220409380089857	32061604	2	3	positive
264156377457500161	494617321	4	4	positive
264201554196824064	235871180	3	3	negative
264201554196824064	235871180	14	14	negative
264201554196824064	235871180	16	16	negative
264201554196824064	235871180	20	20	negative
264236943334834176	131379676	9	9	negative
264236943334834176	131379676	26	26	negative
263246486358351872	47958843	3	3	neutral
263246486358351872	47958843	21	21	positive
250730460622229504	137771059	2	3	negative
250730460622229504	137771059	16	18	negative
262634582824865792	347249167	6	6	negative
262634582824865792	347249167	11	11	positive
262634582824865792	347249167	17	21	positive
254105525715877888	631709230	16	16	positive
254105525715877888	631709230	18	21	negative
264240197498191872	39020403	17	17	negative
263968930027143168	163371471	1	1	positive
263968930027143168	163371471	5	5	positive
263968930027143168	163371471	19	19	positive
260101664638398464	19006955	0	0	positive
264195242360713216	192006037	4	8	negative
264195242360713216	192006037	22	24	positive
243918224201232384	295282011	0	1	neutral
263839796097605632	601817433	4	4	positive
264162655835680768	256806620	1	1	negative
264162655835680768	256806620	8	8	negative
264162655835680768	256806620	23	23	negative
260157871617105922	576457058	19	19	positive
255627797626761217	265984902	1	2	negative
255627797626761217	265984902	15	16	positive
260180252398084096	871141279	5	5	positive
264136885943812097	123837782	0	0	positive
264136885943812097	123837782	6	6	positive
262057335088898048	243453113	12	12	positive
259769297407197184	80315708	17	17	positive
259769297407197184	80315708	20	20	positive
216938082681896961	523067815	12	12	positive
216938082681896961	523067815	17	17	positive
262686438364151808	184451525	1	2	positive
262686438364151808	184451525	7	7	negative
249026445165355009	568796760	11	11	positive
263825795636686849	709707654	18	19	positive
261460723564167168	536715611	11	15	positive
261460723564167168	536715611	25	27	positive
263891381930573824	465417608	2	3	negative
263891381930573824	465417608	8	8	positive
260485840709492736	578444424	8	8	positive
246339485179207681	27446191	1	2	negative
246339485179207681	27446191	10	10	positive
246339485179207681	27446191	14	18	negative
254209204561268738	267635540	7	7	negative
254209204561268738	267635540	10	11	negative
262276966672125952	239089187	8	8	positive
262276966672125952	239089187	10	10	positive
264171251361275904	90459033	0	5	positive
261239838869704704	20195476	1	2	positive
261239838869704704	20195476	19	20	positive
263771834867122176	278923328	9	11	positive
255833579299414016	78154978	17	18	negative
262090149490475009	51805373	16	17	negative
253597813517201408	461061434	0	1	positive
260916475328593920	447743653	1	4	positive
260916475328593920	447743653	13	13	negative
260916475328593920	447743653	25	25	negative
260916475328593920	447743653	29	29	negative
264187763136540672	32697466	1	1	positive
264187763136540672	32697466	13	15	negative
